univ_id,po_num,order_num,order_title,order_cost,num_runs,num_students,date_start,date_end,hs_grad_class,zip_code_file,zip_code,state_name,cbsa_name,intl_region,segment,race_ethnicity,gender,sat_score_min,sat_score_max,sat_score_old_min,sat_score_old_max,psat_score_min,psat_score_max,psat_score_old_min,psat_score_old_max,gpa_high,gpa_low,rank_high,rank_low
145637,P1558959,386335,OOS Non-ENG - May 2018,5188.81,,12067,2018-05-10,,2019|2021|2020,,,"Armed Forces Americas (Except Canada)|Connecticut|Armed Forces Canada, Europe, Middle East, Africa|Missouri|California|Armed Forces Pacific","IN - Indianapolis-Carmel-Anderson, IN|OH - Cincinnati, OH-KY-IN|MD - Baltimore-Columbia-Towson, MD|NC - Charlotte-Concord-Gastonia, NC-SC|FL - Orlando-Kissimmee-Sanford, FL|KS - Kansas City, MO-KS|GA - Atlanta-Sandy Springs-Roswell, GA|CO - Denver-Aurora-Lakewood, CO|CO - Boulder, CO|NJ - New York-Newark-Jersey City, NY-NJ-PA|MN - Minneapolis-St. Paul-Bloomington, MN-WI|VA - Washington-Arlington-Alexandria, DC-VA-MD-WV|TN - Nashville-Davidson--Murfreesboro--Franklin, TN|IA - Iowa City, IA|WI - Madison, WI|FL - Miami-Fort Lauderdale-West Palm Beach, FL|IN - Bloomington, IN|FL - Naples-Immokalee-Marco Island, FL|MI - Ann Arbor, MI|NJ - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|OH - Columbus, OH|MD - Washington-Arlington-Alexandria, DC-VA-MD-WV|OH - Cleveland-Elyria, OH|IN - Lafayette-West Lafayette, IN|MA - Boston-Cambridge-Newton, MA-NH|NY - New York-Newark-Jersey City, NY-NJ-PA|NC - Durham-Chapel Hill, NC|NC - Raleigh, NC|DC - Washington-Arlington-Alexandria, DC-VA-MD-WV|FL - Tampa-St. Petersburg-Clearwater, FL|MD - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|OH - Dayton, OH|WI - Milwaukee-Waukesha-West Allis, WI|PA - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|IA - Davenport-Moline-Rock Island, IA-IL|MI - Detroit-Warren-Dearborn, MI|GA - Athens-Clarke County, GA|WA - Seattle-Tacoma-Bellevue, WA|NJ - Trenton, NJ|AZ - Phoenix-Mesa-Scottsdale, AZ",,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,,1240,1450,1170,1400,1240,1450,117,140,A+,B-,,
145637,P1659111,403340,OOS Non-ENG August 2018,871.18,,2026,2018-08-27,,2021|2020,,,"Armed Forces Americas (Except Canada)|Connecticut|Armed Forces Canada, Europe, Middle East, Africa|Missouri|California|Armed Forces Pacific","IN - Indianapolis-Carmel-Anderson, IN|OH - Cincinnati, OH-KY-IN|MD - Baltimore-Columbia-Towson, MD|NC - Charlotte-Concord-Gastonia, NC-SC|FL - Orlando-Kissimmee-Sanford, FL|KS - Kansas City, MO-KS|GA - Atlanta-Sandy Springs-Roswell, GA|CO - Denver-Aurora-Lakewood, CO|CO - Boulder, CO|NJ - New York-Newark-Jersey City, NY-NJ-PA|MN - Minneapolis-St. Paul-Bloomington, MN-WI|VA - Washington-Arlington-Alexandria, DC-VA-MD-WV|TN - Nashville-Davidson--Murfreesboro--Franklin, TN|IA - Iowa City, IA|WI - Madison, WI|FL - Miami-Fort Lauderdale-West Palm Beach, FL|IN - Bloomington, IN|FL - Naples-Immokalee-Marco Island, FL|MI - Ann Arbor, MI|NJ - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|OH - Columbus, OH|MD - Washington-Arlington-Alexandria, DC-VA-MD-WV|OH - Cleveland-Elyria, OH|IN - Lafayette-West Lafayette, IN|MA - Boston-Cambridge-Newton, MA-NH|NY - New York-Newark-Jersey City, NY-NJ-PA|NC - Durham-Chapel Hill, NC|NC - Raleigh, NC|DC - Washington-Arlington-Alexandria, DC-VA-MD-WV|FL - Tampa-St. Petersburg-Clearwater, FL|MD - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|OH - Dayton, OH|WI - Milwaukee-Waukesha-West Allis, WI|PA - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|IA - Davenport-Moline-Rock Island, IA-IL|MI - Detroit-Warren-Dearborn, MI|GA - Athens-Clarke County, GA|WA - Seattle-Tacoma-Bellevue, WA|NJ - Trenton, NJ|AZ - Phoenix-Mesa-Scottsdale, AZ",,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,,1230,1450,1160,1400,1230,1450,116,140,A+,B-,,
145637,P1887010,500590,OOS Regional MSAs,11272.95,4,23985,2019-09-04,,2021|2020|2023|2022,,,,"NY - Syracuse, NY|FL - Orlando-Kissimmee-Sanford, FL|FL - Sebring, FL|GA - Warner Robins, GA|GA - Dalton, GA|CA - Bakersfield, CA|TX - San Angelo, TX|TX - College Station-Bryan, TX|GA - Valdosta, GA|FL - Palm Bay-Melbourne-Titusville, FL|GA - Columbus, GA-AL|FL - Port St. Lucie, FL|GA - Savannah, GA|CA - Visalia-Porterville, CA|NY - Rochester, NY|CA - Santa Rosa, CA|CA - Chico, CA|GA - Macon-Bibb County, GA|FL - Tampa-St. Petersburg-Clearwater, FL|GA - Chattanooga, TN-GA|GA - Brunswick, GA|FL - Gainesville, FL|TX - Midland, TX|FL - Cape Coral-Fort Myers, FL|FL - Crestview-Fort Walton Beach-Destin, FL|FL - Punta Gorda, FL|CA - San Diego-Carlsbad, CA|CA - Oxnard-Thousand Oaks-Ventura, CA|TX - Beaumont-Port Arthur, TX|GA - Albany, GA|GA - Hinesville, GA|FL - North Port-Sarasota-Bradenton, FL|FL - Jacksonville, FL|TX - San Antonio-New Braunfels, TX|TX - Killeen-Temple, TX|TX - Abilene, TX|GA - Atlanta-Sandy Springs-Roswell, GA|NJ - New York-Newark-Jersey City, NY-NJ-PA|FL - Ocala, FL|NJ - Vineland-Bridgeton, NJ|FL - Deltona-Daytona Beach-Ormond Beach, FL|TX - Waco, TX|NY - Buffalo-Cheektowaga-Niagara Falls, NY|GA - Augusta-Richmond County, GA-SC|TX - Sherman-Denison, TX|NY - Glens Falls, NY|FL - Lakeland-Winter Haven, FL|CA - San Luis Obispo-Paso Robles-Arroyo Grande, CA|CA - Vallejo-Fairfield, CA|TX - Texarkana, TX-AR|CA - San Francisco-Oakland-Hayward, CA|TX - Laredo, TX|FL - Homosassa Springs, FL|CA - Stockton-Lodi, CA|CA - Modesto, CA|TX - Odessa, TX|TX - Lubbock, TX|NY - Albany-Schenectady-Troy, NY|CA - Riverside-San Bernardino-Ontario, CA|GA - Gainesville, GA|TX - Amarillo, TX|GA - Rome, GA|CA - Sacramento--Roseville--Arden-Arcade, CA|FL - Tallahassee, FL|FL - Miami-Fort Lauderdale-West Palm Beach, FL|FL - Naples-Immokalee-Marco Island, FL|NJ - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|FL - Sebastian-Vero Beach, FL|CA - Santa Cruz-Watsonville, CA|NY - Watertown-Fort Drum, NY|CA - San Jose-Sunnyvale-Santa Clara, CA|CA - Madera, CA|NY - New York-Newark-Jersey City, NY-NJ-PA|TX - Brownsville-Harlingen, TX|FL - The Villages, FL|CA - El Centro, CA|NJ - Trenton, NJ|TX - Corpus Christi, TX|NJ - Atlantic City-Hammonton, NJ|NY - Ithaca, NY|NY - Binghamton, NY|TX - El Paso, TX|TX - McAllen-Edinburg-Mission, TX|FL - Panama City, FL|TX - Houston-The Woodlands-Sugar Land, TX|CA - Santa Maria-Santa Barbara, CA|CA - Hanford-Corcoran, CA|CA - Salinas, CA|CA - Yuba City, CA|CA - Fresno, CA|NJ - Ocean City, NJ|FL - Pensacola-Ferry Pass-Brent, FL|CA - Los Angeles-Long Beach-Anaheim, CA|TX - Dallas-Fort Worth-Arlington, TX|TX - Wichita Falls, TX|NY - Elmira, NY|CA - Redding, CA|TX - Longview, TX|TX - Austin-Round Rock, TX|NY - Utica-Rome, NY|CA - Napa, CA|TX - Tyler, TX|CA - Merced, CA|TX - Victoria, TX|NY - Kingston, NY|GA - Athens-Clarke County, GA|NJ - Allentown-Bethlehem-Easton, PA-NJ",,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,,1240,1450,1170,1400,1220,1450,115,140,A+,B-,,
145637,P1887010,567376,OOS Regional MSAs,10979.67,,23361,2020-04-03,,2021|2023|2022,,,,"NY - Syracuse, NY|FL - Orlando-Kissimmee-Sanford, FL|FL - Sebring, FL|GA - Warner Robins, GA|GA - Dalton, GA|CA - Bakersfield, CA|TX - San Angelo, TX|TX - College Station-Bryan, TX|GA - Valdosta, GA|FL - Palm Bay-Melbourne-Titusville, FL|GA - Columbus, GA-AL|FL - Port St. Lucie, FL|GA - Savannah, GA|CA - Visalia-Porterville, CA|NY - Rochester, NY|CA - Santa Rosa, CA|CA - Chico, CA|GA - Macon-Bibb County, GA|FL - Tampa-St. Petersburg-Clearwater, FL|GA - Chattanooga, TN-GA|GA - Brunswick, GA|FL - Gainesville, FL|TX - Midland, TX|FL - Cape Coral-Fort Myers, FL|FL - Crestview-Fort Walton Beach-Destin, FL|FL - Punta Gorda, FL|CA - San Diego-Carlsbad, CA|CA - Oxnard-Thousand Oaks-Ventura, CA|TX - Beaumont-Port Arthur, TX|GA - Albany, GA|GA - Hinesville, GA|FL - North Port-Sarasota-Bradenton, FL|FL - Jacksonville, FL|TX - San Antonio-New Braunfels, TX|TX - Killeen-Temple, TX|TX - Abilene, TX|GA - Atlanta-Sandy Springs-Roswell, GA|NJ - New York-Newark-Jersey City, NY-NJ-PA|FL - Ocala, FL|NJ - Vineland-Bridgeton, NJ|FL - Deltona-Daytona Beach-Ormond Beach, FL|TX - Waco, TX|NY - Buffalo-Cheektowaga-Niagara Falls, NY|GA - Augusta-Richmond County, GA-SC|TX - Sherman-Denison, TX|NY - Glens Falls, NY|FL - Lakeland-Winter Haven, FL|CA - San Luis Obispo-Paso Robles-Arroyo Grande, CA|CA - Vallejo-Fairfield, CA|TX - Texarkana, TX-AR|CA - San Francisco-Oakland-Hayward, CA|TX - Laredo, TX|FL - Homosassa Springs, FL|CA - Stockton-Lodi, CA|CA - Modesto, CA|TX - Odessa, TX|TX - Lubbock, TX|NY - Albany-Schenectady-Troy, NY|CA - Riverside-San Bernardino-Ontario, CA|GA - Gainesville, GA|TX - Amarillo, TX|GA - Rome, GA|CA - Sacramento--Roseville--Arden-Arcade, CA|FL - Tallahassee, FL|FL - Miami-Fort Lauderdale-West Palm Beach, FL|FL - Naples-Immokalee-Marco Island, FL|NJ - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|FL - Sebastian-Vero Beach, FL|CA - Santa Cruz-Watsonville, CA|NY - Watertown-Fort Drum, NY|CA - San Jose-Sunnyvale-Santa Clara, CA|CA - Madera, CA|NY - New York-Newark-Jersey City, NY-NJ-PA|TX - Brownsville-Harlingen, TX|FL - The Villages, FL|CA - El Centro, CA|NJ - Trenton, NJ|TX - Corpus Christi, TX|NJ - Atlantic City-Hammonton, NJ|NY - Ithaca, NY|NY - Binghamton, NY|TX - El Paso, TX|TX - McAllen-Edinburg-Mission, TX|FL - Panama City, FL|TX - Houston-The Woodlands-Sugar Land, TX|CA - Santa Maria-Santa Barbara, CA|CA - Hanford-Corcoran, CA|CA - Salinas, CA|CA - Yuba City, CA|CA - Fresno, CA|NJ - Ocean City, NJ|FL - Pensacola-Ferry Pass-Brent, FL|CA - Los Angeles-Long Beach-Anaheim, CA|TX - Dallas-Fort Worth-Arlington, TX|TX - Wichita Falls, TX|NY - Elmira, NY|CA - Redding, CA|TX - Longview, TX|TX - Austin-Round Rock, TX|NY - Utica-Rome, NY|CA - Napa, CA|TX - Tyler, TX|CA - Merced, CA|TX - Victoria, TX|NY - Kingston, NY|GA - Athens-Clarke County, GA|NJ - Allentown-Bethlehem-Easton, PA-NJ",,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,,1240,1450,1170,1400,1220,1450,115,140,A+,B-,,
145637,P1659111,403288,PAP 1200-1350 August 2018,391.30,,910,2018-08-27,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1200,1350,1130,1290,1200,1350,113,129,A+,B-,Highest tenth,Second fifth
145637,P1558959,371093,PAP 1200-1380 Feb 2018,74.82,,174,2018-02-06,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1558959,383138,PAP 1200-1380 PSAT Catch Up - No Rank,25.80,,60,2018-05-04,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,,,,,1200,1380,113,132,A+,B-,,
145637,P1558959,327630,PAP Honors August 2017,11.61,,27,2017-10-12,,2018|2019|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
145637,P1558959,327700,PAP Traditional August 2017,109.65,,255,2017-10-12,,2018|2019|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1887010,541012,PAP URM 1200-1380 2020 one time,21.62,,46,2019-12-11,,2021|2020|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1887010,500488,PAP URM 1200-1380 2020,345.92,4,736,2019-09-04,,2021|2020|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1887010,567373,PAP URM 1200-1380 2021,133.48,2,284,2020-04-03,2020-06-15,2021|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1659111,456650,PAP URM 1200-1380 Feb 2019,407.25,,905,2019-02-01,,2021|2020|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1659111,470081,PAP URM 1200-1380 March 2019,4.95,4,11,2019-03-27,,2021|2020|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1200,1380,1130,1320,1200,1380,113,132,A+,B-,Highest tenth,Second fifth
145637,P1659111,403308,PAPH 1360+ August 2018,54.18,,126,2018-08-27,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1360,1600,1300,1600,1360,1520,130,149,A+,B-,Highest tenth,Second fifth
145637,P1558959,371077,PAPH 1390+ Feb 2018,4.73,,11,2018-02-06,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
145637,P1659111,456681,PAPH 1390+ Feb 2019,10.80,,24,2019-02-01,,2021|2020|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
145637,P1659111,470138,PAPH 1390+ March 2019,0.00,4,0,2019-03-27,,2021|2020|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
145637,P1558959,383146,PAPH 1390+ PSAT Catch Up - No Rank,4.30,,10,2018-05-04,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,,,,,1390,1520,133,149,A+,B-,,
145637,P1659111,483751,Regional Counselor MSAs,673.65,,1497,2019-06-27,,2021|2022,,,,"FL - Orlando-Kissimmee-Sanford, FL|FL - Sebring, FL|GA - Warner Robins, GA|GA - Dalton, GA|CA - Bakersfield, CA|TX - San Angelo, TX|TX - College Station-Bryan, TX|GA - Valdosta, GA|FL - Palm Bay-Melbourne-Titusville, FL|GA - Columbus, GA-AL|FL - Port St. Lucie, FL|GA - Savannah, GA|CA - Visalia-Porterville, CA|CA - Santa Rosa, CA|CA - Chico, CA|GA - Macon-Bibb County, GA|FL - Tampa-St. Petersburg-Clearwater, FL|GA - Chattanooga, TN-GA|GA - Brunswick, GA|FL - Gainesville, FL|TX - Midland, TX|FL - Cape Coral-Fort Myers, FL|FL - Crestview-Fort Walton Beach-Destin, FL|FL - Punta Gorda, FL|CA - San Diego-Carlsbad, CA|CA - Oxnard-Thousand Oaks-Ventura, CA|TX - Beaumont-Port Arthur, TX|GA - Albany, GA|GA - Hinesville, GA|FL - North Port-Sarasota-Bradenton, FL|FL - Jacksonville, FL|TX - San Antonio-New Braunfels, TX|TX - Killeen-Temple, TX|TX - Abilene, TX|GA - Atlanta-Sandy Springs-Roswell, GA|NJ - New York-Newark-Jersey City, NY-NJ-PA|FL - Ocala, FL|NJ - Vineland-Bridgeton, NJ|FL - Deltona-Daytona Beach-Ormond Beach, FL|TX - Waco, TX|GA - Augusta-Richmond County, GA-SC|TX - Sherman-Denison, TX|FL - Lakeland-Winter Haven, FL|CA - San Luis Obispo-Paso Robles-Arroyo Grande, CA|CA - Vallejo-Fairfield, CA|TX - Texarkana, TX-AR|CA - San Francisco-Oakland-Hayward, CA|TX - Laredo, TX|FL - Homosassa Springs, FL|CA - Stockton-Lodi, CA|CA - Modesto, CA|TX - Odessa, TX|TX - Lubbock, TX|CA - Riverside-San Bernardino-Ontario, CA|GA - Gainesville, GA|TX - Amarillo, TX|GA - Rome, GA|CA - Sacramento--Roseville--Arden-Arcade, CA|FL - Tallahassee, FL|FL - Miami-Fort Lauderdale-West Palm Beach, FL|FL - Naples-Immokalee-Marco Island, FL|NJ - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|FL - Sebastian-Vero Beach, FL|CA - Santa Cruz-Watsonville, CA|CA - San Jose-Sunnyvale-Santa Clara, CA|CA - Madera, CA|NY - New York-Newark-Jersey City, NY-NJ-PA|TX - Brownsville-Harlingen, TX|FL - The Villages, FL|CA - El Centro, CA|NJ - Trenton, NJ|TX - Corpus Christi, TX|NJ - Atlantic City-Hammonton, NJ|TX - El Paso, TX|TX - McAllen-Edinburg-Mission, TX|FL - Panama City, FL|TX - Houston-The Woodlands-Sugar Land, TX|CA - Santa Maria-Santa Barbara, CA|CA - Hanford-Corcoran, CA|CA - Salinas, CA|CA - Yuba City, CA|CA - Fresno, CA|NJ - Ocean City, NJ|FL - Pensacola-Ferry Pass-Brent, FL|CA - Los Angeles-Long Beach-Anaheim, CA|TX - Dallas-Fort Worth-Arlington, TX|TX - Wichita Falls, TX|CA - Redding, CA|TX - Longview, TX|TX - Austin-Round Rock, TX|CA - Napa, CA|TX - Tyler, TX|CA - Merced, CA|TX - Victoria, TX|GA - Athens-Clarke County, GA|NJ - Allentown-Bethlehem-Easton, PA-NJ",,"EN:51, HS:68|EN:58, HS:70|EN:53, HS:70|EN:51, HS:65|EN:69, HS:70|EN:60, HS:68|EN:73, HS:70|EN:60, HS:65|EN:69, HS:68|EN:70, HS:68|EN:63, HS:70|EN:70, HS:66|EN:78, HS:ALL|EN:58, HS:65|EN:58, HS:64|EN:51, HS:79|EN:60, HS:70|EN:51, HS:70|EN:53, HS:65|EN:60, HS:79|EN:69, HS:75|EN:70, HS:70|EN:63, HS:65|EN:61, HS:ALL|EN:73, HS:65|EN:70, HS:79",,,1240,1450,1170,1400,1240,1450,117,140,A+,B-,,
145637,P1887010,540968,URM 1020-1190 2020 one time,328.06,,698,2019-12-11,,2021|2020|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1887010,500501,URM 1020-1190 2020,2035.57,4,4331,2019-09-04,,2021|2020|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1887010,567440,URM 1020-1190 2021,1328.69,3,2827,2020-04-03,2020-06-15,2021|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1558959,371079,URM 1020-1190 Feb 2018,2669.01,,6207,2018-02-06,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1659111,456628,URM 1020-1190 Feb 2019,3005.10,,6678,2019-02-01,,2021|2020|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1659111,470119,URM 1020-1190 March 2019,53.55,3,119,2019-03-27,,2021|2020|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1558959,383164,URM 1020-1190 PAST Catch Up - No Rank,112.66,,262,2018-05-04,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,,,,,1020,1190,94,112,A+,B-,,
145637,P1558959,374924,URM Khan Messaging PSAT 960-1010 Edit name,,,,,,2019|2021|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,,,,,960,1010,88,93,A+,B-,,
145637,P1558959,327681,URM Lower Range August 2017,2858.64,,6648,2017-10-12,,2018|2019|2020,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Cuban,,1020,1190,940,1120,1020,1190,94,112,A+,B-,Highest tenth,Second fifth
145637,P1887010,540967,URM PAP 1390+ 2020 one time,4.70,,10,2019-12-11,,2021|2020|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
145637,P1887010,500510,URM PAP 1390+ 2020,33.84,4,72,2019-09-04,,2021|2020|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
145637,P1887010,567441,URM PAP 1390+ 2021,5.64,3,12,2020-04-03,2020-06-15,2021|2023|2022,,,Illinois,,,,Black or African American|American Indian or Alaska Native|Other Hispanic or Latino|Puerto Rican|Mexican|Hispanic or Latino (including Spanish origin)|Native Hawaiian or Other Pacific Islander|Cuban,,1390,1600,1330,1600,1390,1520,133,149,A+,B-,Highest tenth,Second fifth
